INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182024689,3301,Verbal Disputes,VERBAL DISPUTE,B2,308,,4/3/2018 9:45,2018,4,Tuesday,9,Part Three,HAROLD ST,42.31933723,-71.08885165,"(42.31933723, -71.08885165)"
I182024688,616,Larceny,LARCENY THEFT OF BICYCLE,A15,55,,4/2/2018 19:00,2018,4,Monday,19,Part One,GREEN ST,42.37601727,-71.06391748,"(42.37601727, -71.06391748)"
I182024687,3207,Property Found,PROPERTY - FOUND,B2,289,,4/3/2018 9:44,2018,4,Tuesday,9,Part Three,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I182024686,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E18,544,,4/3/2018 8:30,2018,4,Tuesday,8,Part Three,CHILD ST,42.25804343,-71.12817415,"(42.25804343, -71.12817415)"
I182024685,1402,Vandalism,VANDALISM,D4,170,,4/2/2018 16:00,2018,4,Monday,16,Part Two,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.33562126, -71.07582361)"
I182024683,3410,Towed,TOWED MOTOR VEHICLE,C6,195,,4/3/2018 9:12,2018,4,Tuesday,9,Part Three,DAMRELL ST,42.33330381,-71.05654786,"(42.33330381, -71.05654786)"
I182024682,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,313,,4/3/2018 9:01,2018,4,Tuesday,9,Part Two,WYOMING ST,42.31508518,-71.08508813,"(42.31508518, -71.08508813)"
I182024681,1402,Vandalism,VANDALISM,B2,300,,4/3/2018 9:20,2018,4,Tuesday,9,Part Two,ELLIS ST,42.32316762,-71.09177065,"(42.32316762, -71.09177065)"
I182024680,3410,Towed,TOWED MOTOR VEHICLE,C11,355,,4/3/2018 9:00,2018,4,Tuesday,9,Part Three,DIX ST,42.2952182,-71.06068709,"(42.29521820, -71.06068709)"
I182024679,3207,Property Found,PROPERTY - FOUND,B2,289,,4/3/2018 9:19,2018,4,Tuesday,9,Part Three,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I182024678,1845,Drug Violation,DRUGS - POSS CLASS D,E13,573,,4/3/2018 9:19,2018,4,Tuesday,9,Part Two,MCBRIDE ST,42.30581531,-71.109627,"(42.30581531, -71.10962700)"
I182024677,3410,Towed,TOWED MOTOR VEHICLE,A7,35,,4/3/2018 8:06,2018,4,Tuesday,8,Part Three,HAYNES ST,42.36666678,-71.0379296,"(42.36666678, -71.03792960)"
I182024676,3410,Towed,TOWED MOTOR VEHICLE,D4,162,,4/3/2018 7:55,2018,4,Tuesday,7,Part Three,ALBANY ST,42.34298822,-71.06249834,"(42.34298822, -71.06249834)"
I182024675,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B3,469,,4/3/2018 8:44,2018,4,Tuesday,8,Part Two,TENNIS RD,42.27615691,-71.09550303,"(42.27615691, -71.09550303)"
I182024674,3301,Verbal Disputes,VERBAL DISPUTE,B3,450,,4/3/2018 8:01,2018,4,Tuesday,8,Part Three,ROSEDALE ST,42.29244178,-71.07320696,"(42.29244178, -71.07320696)"
I182024674,619,Larceny,LARCENY ALL OTHERS,B3,450,,4/3/2018 8:01,2018,4,Tuesday,8,Part One,ROSEDALE ST,42.29244178,-71.07320696,"(42.29244178, -71.07320696)"
I182024673,2405,Disorderly Conduct,DISORDERLY CONDUCT,A1,120,,4/3/2018 8:06,2018,4,Tuesday,8,Part Two,PARK PLZ,42.35143483,-71.06969334,"(42.35143483, -71.06969334)"
I182024673,2660,Other,OTHER OFFENSE,A1,120,,4/3/2018 8:06,2018,4,Tuesday,8,Part Two,PARK PLZ,42.35143483,-71.06969334,"(42.35143483, -71.06969334)"
I182024673,3305,Assembly or Gathering Violations,DEMONSTRATIONS/RIOT,A1,120,,4/3/2018 8:06,2018,4,Tuesday,8,Part Three,PARK PLZ,42.35143483,-71.06969334,"(42.35143483, -71.06969334)"
I182024673,2403,Disorderly Conduct,DISTURBING THE PEACE,A1,120,,4/3/2018 8:06,2018,4,Tuesday,8,Part Two,PARK PLZ,42.35143483,-71.06969334,"(42.35143483, -71.06969334)"
I182024673,2610,Other,TRESPASSING,A1,120,,4/3/2018 8:06,2018,4,Tuesday,8,Part Two,PARK PLZ,42.35143483,-71.06969334,"(42.35143483, -71.06969334)"
I182024671,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,414,,4/3/2018 7:40,2018,4,Tuesday,7,Part Three,WASHINGTON ST,42.27516044,-71.06976518,"(42.27516044, -71.06976518)"
I182024670,3410,Towed,TOWED MOTOR VEHICLE,B2,268,,4/3/2018 7:50,2018,4,Tuesday,7,Part Three,ADAMS ST,42.32773335,-71.07742977,"(42.32773335, -71.07742977)"
I182024669,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,C11,391,,4/3/2018 7:45,2018,4,Tuesday,7,Part Three,WESTMORELAND ST,42.28448499,-71.05826201,"(42.28448499, -71.05826201)"
I182024668,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,391,,4/3/2018 6:56,2018,4,Tuesday,6,Part Three,MINOT ST,42.28357335,-71.05633295,"(42.28357335, -71.05633295)"
I182024668,3301,Verbal Disputes,VERBAL DISPUTE,C11,391,,4/3/2018 6:56,2018,4,Tuesday,6,Part Three,MINOT ST,42.28357335,-71.05633295,"(42.28357335, -71.05633295)"
I182024667,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,300,,4/3/2018 6:38,2018,4,Tuesday,6,Part Two,CEDAR ST,42.32655484,-71.09219288,"(42.32655484, -71.09219288)"
I182024666,301,Robbery,ROBBERY - STREET,A1,113,,4/3/2018 6:59,2018,4,Tuesday,6,Part One,KINGSTON ST,42.35370585,-71.05898587,"(42.35370585, -71.05898587)"
I182024665,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,C11,400,,4/3/2018 7:10,2018,4,Tuesday,7,Part Three,WASHINGTON ST,42.28581121,-71.07115483,"(42.28581121, -71.07115483)"
I182024664,724,Auto Theft,AUTO THEFT,C11,343,,4/6/2018 8:30,2018,4,Friday,8,Part One,GENEVA AVE,42.30209614,-71.06922842,"(42.30209614, -71.06922842)"
I182024663,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B3,406,,4/3/2018 6:13,2018,4,Tuesday,6,Part Three,RIDGEVIEW AVE,42.27094601,-71.08539723,"(42.27094601, -71.08539723)"
I182024661,3001,Medical Assistance,DEATH INVESTIGATION,A7,11,,4/3/2018 4:45,2018,4,Tuesday,4,Part Three,WILLIAM F MCCLELLAN HWY,42.39352862,-71.01158244,"(42.39352862, -71.01158244)"
I182024659,3114,Investigate Property,INVESTIGATE PROPERTY,C6,256,,4/3/2018 3:37,2018,4,Tuesday,3,Part Three,WILLIAM T MORRISSEY BLVD,42.31928523,-71.05027167,"(42.31928523, -71.05027167)"
I182024656,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,545,,4/3/2018 3:00,2018,4,Tuesday,3,Part Three,GORDON AVE,42.25992567,-71.1309563,"(42.25992567, -71.13095630)"
I182024655,3114,Investigate Property,INVESTIGATE PROPERTY,C11,336,,4/3/2018 2:36,2018,4,Tuesday,2,Part Three,BARRY ST,42.30775053,-71.06971431,"(42.30775053, -71.06971431)"
I182024654,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,370,,4/3/2018 3:16,2018,4,Tuesday,3,Part Three,MILL ST,42.29734252,-71.05143752,"(42.29734252, -71.05143752)"
I182024653,2905,Violations,VAL - OPERATING WITHOUT LICENSE,C11,417,,4/3/2018 2:09,2018,4,Tuesday,2,Part Two,WASHINGTON ST,42.28227907,-71.07131465,"(42.28227907, -71.07131465)"
I182024653,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,417,,4/3/2018 2:09,2018,4,Tuesday,2,Part Three,WASHINGTON ST,42.28227907,-71.07131465,"(42.28227907, -71.07131465)"
I182024651,3410,Towed,TOWED MOTOR VEHICLE,A1,70,,4/3/2018 2:01,2018,4,Tuesday,2,Part Three,CHARLES ST,42.35827471,-71.07057867,"(42.35827471, -71.07057867)"
I182024649,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,C6,177,,4/3/2018 2:30,2018,4,Tuesday,2,Part Three,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182024648,301,Robbery,ROBBERY - STREET,B3,475,,4/3/2018 2:33,2018,4,Tuesday,2,Part One,CUMMINS HWY,42.27043477,-71.10005783,"(42.27043477, -71.10005783)"
I182024647,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,B3,469,,4/3/2018 1:40,2018,4,Tuesday,1,Part Two,WALK HILL ST,42.27791465,-71.09452937,"(42.27791465, -71.09452937)"
I182024646,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,B3,433,,4/3/2018 2:03,2018,4,Tuesday,2,Part Two,EVANS ST,42.28176871,-71.0827866,"(42.28176871, -71.08278660)"
I182024646,3125,Warrant Arrests,WARRANT ARREST,B3,433,,4/3/2018 2:03,2018,4,Tuesday,2,Part Three,EVANS ST,42.28176871,-71.0827866,"(42.28176871, -71.08278660)"
I182024645,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A1,113,,4/2/2018 23:08,2018,4,Monday,23,Part Three,KINGSTON ST,42.35370585,-71.05898587,"(42.35370585, -71.05898587)"
I182024644,3201,Property Lost,PROPERTY - LOST,A15,38,,4/3/2018 0:29,2018,4,Tuesday,24,Part Three,THIRD AVE,42.37627664,-71.05383757,"(42.37627664, -71.05383757)"
I182024643,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,E5,691,,4/2/2018 23:52,2018,4,Monday,23,Part Three,CENTRE ST,42.28720749,-71.14938022,"(42.28720749, -71.14938022)"
I182024642,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,E5,691,,4/2/2018 0:00,2018,4,Monday,24,Part Three,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
I182024641,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A1, ,,4/3/2018 0:00,2018,4,Tuesday,24,Part Three,FRANKLIN ST,,,"(0.00000000, 0.00000000)"
I182024639,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,456,,4/2/2018 23:37,2018,4,Monday,23,Part Three,GREENWOOD ST,42.30175909,-71.0795516,"(42.30175909, -71.07955160)"
I182024638,2647,Other,THREATS TO DO BODILY HARM,B3,469,,4/3/2018 0:49,2018,4,Tuesday,24,Part Two,MULVEY ST,42.27924052,-71.09667382,"(42.27924052, -71.09667382)"
I182024637,3115,Investigate Person,INVESTIGATE PERSON,B2,288,,4/2/2018 23:46,2018,4,Monday,23,Part Three,MADISON PARK CT,42.33102946,-71.08618278,"(42.33102946, -71.08618278)"
I182024636,3301,Verbal Disputes,VERBAL DISPUTE,B3,468,,4/2/2018 23:52,2018,4,Monday,23,Part Three,HAZLETON ST,42.27997063,-71.09553354,"(42.27997063, -71.09553354)"
I182024635,613,Larceny,LARCENY SHOPLIFTING,E5,691,,4/2/2018 23:52,2018,4,Monday,23,Part One,CENTRE ST,42.28720749,-71.14938022,"(42.28720749, -71.14938022)"
I182024635,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E5,691,,4/2/2018 23:52,2018,4,Monday,23,Part Two,CENTRE ST,42.28720749,-71.14938022,"(42.28720749, -71.14938022)"
I182024634,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A1,105,,4/2/2018 20:00,2018,4,Monday,20,Part Three,WASHINGTON ST,42.35591935,-71.06000539,"(42.35591935, -71.06000539)"
I182024631,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,429,,4/2/2018 22:34,2018,4,Monday,22,Part Three,MARDEN AVE,42.28479807,-71.08685632,"(42.28479807, -71.08685632)"
I182024629,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,152,,4/2/2018 22:13,2018,4,Monday,22,Part Two,CLARENDON ST,42.34487687,-71.07235198,"(42.34487687, -71.07235198)"
I182024628,1402,Vandalism,VANDALISM,D4,152,,4/2/2018 22:21,2018,4,Monday,22,Part Two,TREMONT ST,42.34372964,-71.07206985,"(42.34372964, -71.07206985)"
I182024626,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C6,174,,4/2/2018 21:38,2018,4,Monday,21,Other,FRONTAGE RD,42.33796886,-71.0640821,"(42.33796886, -71.06408210)"
I182024625,617,Larceny,LARCENY THEFT FROM BUILDING,A1,61,,4/2/2018 22:15,2018,4,Monday,22,Part One,FLEET CENTER PL,42.36646326,-71.06067801,"(42.36646326, -71.06067801)"
I182024622,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,319,,4/2/2018 22:12,2018,4,Monday,22,Part Two,BLUE HILL AVE,42.30803768,-71.08359213,"(42.30803768, -71.08359213)"
I182024620,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,357,,4/2/2018 21:45,2018,4,Monday,21,Part One,CLAYBOURNE ST,42.29915578,-71.07252754,"(42.29915578, -71.07252754)"
I182024619,3114,Investigate Property,INVESTIGATE PROPERTY,D14,774,,4/2/2018 21:30,2018,4,Monday,21,Part Three,CHESTNUT HILL AVE,42.34004752,-71.15544872,"(42.34004752, -71.15544872)"
I182024618,3207,Property Found,PROPERTY - FOUND,D14,778,,4/2/2018 19:00,2018,4,Monday,19,Part Three,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)"
I182024617,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B2,184,,4/2/2018 21:35,2018,4,Monday,21,Part Three,DUDLEY ST,42.31852295,-71.06865846,"(42.31852295, -71.06865846)"
I182024616,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E18,502,,4/2/2018 20:29,2018,4,Monday,20,Part Two,BYRD AVE,42.28570817,-71.11458324,"(42.28570817, -71.11458324)"
I182024614,617,Larceny,LARCENY THEFT FROM BUILDING,C11,347,,4/2/2018 19:54,2018,4,Monday,19,Part One,ADAMS ST,42.30497366,-71.06134412,"(42.30497366, -71.06134412)"
I182024612,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,329,,4/2/2018 20:26,2018,4,Monday,20,Part Two,BLUE HILL AVE,42.30896999,-71.08284839,"(42.30896999, -71.08284839)"
I182024609,3115,Investigate Person,INVESTIGATE PERSON,C11,383,,4/2/2018 20:30,2018,4,Monday,20,Part Three,CROCKETT AVE,42.28203813,-71.0523111,"(42.28203813, -71.05231110)"
I182024607,3114,Investigate Property,INVESTIGATE PROPERTY,B2,323,,4/2/2018 20:10,2018,4,Monday,20,Part Three,HOLBORN ST,42.31407167,-71.08010711,"(42.31407167, -71.08010711)"
I182024606,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,,4/2/2018 21:07,2018,4,Monday,21,Part Three,BLUE HILL AVE,42.28582356,-71.09104328,"(42.28582356, -71.09104328)"
I182024604,2629,Harassment,HARASSMENT,C6,228,,4/2/2018 16:09,2018,4,Monday,16,Part Two,E FIFTH ST,42.33409863,-71.0265257,"(42.33409863, -71.02652570)"
I182024602,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,145,,4/2/2018 20:59,2018,4,Monday,20,Part Two,MASSACHUSETTS AVE,42.34194788,-71.08362479,"(42.34194788, -71.08362479)"
I182024601,3301,Verbal Disputes,VERBAL DISPUTE,C11,355,,4/2/2018 20:34,2018,4,Monday,20,Part Three,GIBSON ST,42.29807163,-71.05771622,"(42.29807163, -71.05771622)"
I182024600,3301,Verbal Disputes,VERBAL DISPUTE,B2,326,,4/2/2018 20:05,2018,4,Monday,20,Part Three,BLUE HILL AVE,42.31295163,-71.07989658,"(42.31295163, -71.07989658)"
I182024599,2629,Harassment,HARASSMENT,D4,130,,4/2/2018 20:17,2018,4,Monday,20,Part Two,CLARENDON ST,42.34854636,-71.07416609,"(42.34854636, -71.07416609)"
I182024597,1402,Vandalism,VANDALISM,B2,602,,4/2/2018 16:00,2018,4,Monday,16,Part Two,HUNTINGTON AVE,42.33551534,-71.10083207,"(42.33551534, -71.10083207)"
I182024596,3114,Investigate Property,INVESTIGATE PROPERTY,E18,478,,4/2/2018 20:43,2018,4,Monday,20,Part Three,WEYBOSSET ST,42.27076625,-71.10750829,"(42.27076625, -71.10750829)"
I182024595,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,274,,4/2/2018 20:04,2018,4,Monday,20,Part Two,COLUMBUS AVE,42.3384435,-71.084391,"(42.33844350, -71.08439100)"
I182024595,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,274,,4/2/2018 20:04,2018,4,Monday,20,Part Two,COLUMBUS AVE,42.3384435,-71.084391,"(42.33844350, -71.08439100)"
I182024594,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,912,,4/2/2018 20:33,2018,4,Monday,20,Part Three,CENTRE ST,42.32288805,-71.10174617,"(42.32288805, -71.10174617)"
I182024592,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,500,,4/2/2018 19:40,2018,4,Monday,19,Part Three,AMERICAN LEGION HWY,42.28130405,-71.11573817,"(42.28130405, -71.11573817)"
I182024591,3301,Verbal Disputes,VERBAL DISPUTE,B3,432,,4/2/2018 19:13,2018,4,Monday,19,Part Three,WOODROW AVE,42.28756451,-71.08223781,"(42.28756451, -71.08223781)"
I182024590,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,463,,4/2/2018 18:50,2018,4,Monday,18,Part One,LORNE ST,42.29352763,-71.09037783,"(42.29352763, -71.09037783)"
I182024589,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,329,,4/2/2018 20:24,2018,4,Monday,20,Part Two,WASHINGTON ST,42.30576686,-71.08097517,"(42.30576686, -71.08097517)"
I182024588,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,944,,4/2/2018 19:46,2018,4,Monday,19,Part One,AMES ST,42.28956988,-71.08510501,"(42.28956988, -71.08510501)"
I182024587,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1, ,,4/2/2018 19:42,2018,4,Monday,19,Part Two,FRANKLIN ST,,,"(0.00000000, 0.00000000)"
I182024587,2405,Disorderly Conduct,DISORDERLY CONDUCT,A1, ,,4/2/2018 19:42,2018,4,Monday,19,Part Two,FRANKLIN ST,,,"(0.00000000, 0.00000000)"
I182024587,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1, ,,4/2/2018 19:42,2018,4,Monday,19,Part One,FRANKLIN ST,,,"(0.00000000, 0.00000000)"
I182024587,2660,Other,OTHER OFFENSE,A1, ,,4/2/2018 19:42,2018,4,Monday,19,Part Two,FRANKLIN ST,,,"(0.00000000, 0.00000000)"
I182024586,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,257,,4/2/2018 16:00,2018,4,Monday,16,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
I182024585,617,Larceny,LARCENY THEFT FROM BUILDING,B2,585,,4/2/2018 20:08,2018,4,Monday,20,Part One,FISHER AVE,42.32830007,-71.10690483,"(42.32830007, -71.10690483)"
I182024584,3301,Verbal Disputes,VERBAL DISPUTE,C6,936,,4/2/2018 19:25,2018,4,Monday,19,Part Three,CROWLEY-ROGERS WAY,42.33941146,-71.05371462,"(42.33941146, -71.05371462)"
I182024583,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,270,,4/2/2018 20:05,2018,4,Monday,20,Part Two,HARRISON AVE,42.33444882,-71.0757421,"(42.33444882, -71.07574210)"
I182024581,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,B3,430,,4/2/2018 19:49,2018,4,Monday,19,Part Two,WOODROW AVE,42.28576084,-71.09030349,"(42.28576084, -71.09030349)"
I182024580,3402,Service,ANIMAL INCIDENTS,A1,66,,4/1/2018 21:20,2018,4,Sunday,21,Part Three,CHARLES ST,42.35979038,-71.07078234,"(42.35979038, -71.07078234)"
I182024579,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,480,,4/2/2018 18:22,2018,4,Monday,18,Part Three,FAIRLAWN AVE,42.26788791,-71.10067012,"(42.26788791, -71.10067012)"
I182024578,3301,Verbal Disputes,VERBAL DISPUTE,E18,478,,4/2/2018 18:50,2018,4,Monday,18,Part Three,WEYBOSSET ST,42.27076625,-71.10750829,"(42.27076625, -71.10750829)"
I182024577,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,4/2/2018 19:45,2018,4,Monday,19,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182024576,3301,Verbal Disputes,VERBAL DISPUTE,C6,921,,4/2/2018 18:37,2018,4,Monday,18,Part Three,H ST,42.33094957,-71.04139054,"(42.33094957, -71.04139054)"
I182024575,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,4/2/2018 19:43,2018,4,Monday,19,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182024574,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,543,,4/2/2018 19:10,2018,4,Monday,19,Part Two,PERKINS AVE,42.25533058,-71.12859511,"(42.25533058, -71.12859511)"
I182024571,613,Larceny,LARCENY SHOPLIFTING,D4,143,,4/2/2018 18:30,2018,4,Monday,18,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182024570,3115,Investigate Person,INVESTIGATE PERSON,B2,267,,4/2/2018 16:00,2018,4,Monday,16,Part Three,DUDLEY ST,42.32742591,-71.07702562,"(42.32742591, -71.07702562)"
I182024569,3115,Investigate Person,INVESTIGATE PERSON,D14,761,,4/1/2018 12:00,2018,4,Sunday,12,Part Three,WASHINGTON ST,42.34896638,-71.1583436,"(42.34896638, -71.15834360)"
I182024567,3115,Investigate Person,INVESTIGATE PERSON,B2,311,,4/2/2018 18:48,2018,4,Monday,18,Part Three,WOODBINE ST,42.3189792,-71.07964653,"(42.31897920, -71.07964653)"
I182024566,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,490,,4/2/2018 18:30,2018,4,Monday,18,Part Three,AMERICAN LEGION HWY,42.27531312,-71.11587798,"(42.27531312, -71.11587798)"
I182024565,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,29,,4/2/2018 19:06,2018,4,Monday,19,Part Two,BREMEN ST,42.36971223,-71.03793387,"(42.36971223, -71.03793387)"
I182024562,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E13,579,,4/2/2018 19:02,2018,4,Monday,19,Part Two,CHESTNUT AVE,42.32155229,-71.10244044,"(42.32155229, -71.10244044)"
I182024561,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,38,,4/2/2018 17:17,2018,4,Monday,17,Part Three,NINTH ST,42.37558378,-71.05182911,"(42.37558378, -71.05182911)"
I182024560,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,26,,4/2/2018 18:42,2018,4,Monday,18,Part Two,BORDER ST,42.38229155,-71.04036424,"(42.38229155, -71.04036424)"
I182024559,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,C11,462,,4/2/2018 18:27,2018,4,Monday,18,Part Three,ROSSETER ST,42.30116123,-71.07284279,"(42.30116123, -71.07284279)"
I182024557,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,476,,4/2/2018 18:19,2018,4,Monday,18,Part Two,CUMMINS HWY,42.26894762,-71.09608344,"(42.26894762, -71.09608344)"
I182024557,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,476,,4/2/2018 18:19,2018,4,Monday,18,Part Two,CUMMINS HWY,42.26894762,-71.09608344,"(42.26894762, -71.09608344)"
I182024556,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,476,,4/2/2018 0:00,2018,4,Monday,24,Part Two,CUMMINS HWY,42.26894762,-71.09608344,"(42.26894762, -71.09608344)"
I182024556,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,476,,4/2/2018 0:00,2018,4,Monday,24,Part Two,CUMMINS HWY,42.26894762,-71.09608344,"(42.26894762, -71.09608344)"
I182024556,3130,Search Warrants,SEARCH WARRANT,B3,476,,4/2/2018 0:00,2018,4,Monday,24,Part Three,CUMMINS HWY,42.26894762,-71.09608344,"(42.26894762, -71.09608344)"
I182024554,3115,Investigate Person,INVESTIGATE PERSON,D14,791,,4/2/2018 17:36,2018,4,Monday,17,Part Three,COMMONWEALTH AVE,42.34499704,-71.14173853,"(42.34499704, -71.14173853)"
I182024553,2632,Evading Fare,EVADING FARE,A7,25,,4/2/2018 17:07,2018,4,Monday,17,Part Two,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)"
I182024550,3115,Investigate Person,INVESTIGATE PERSON,B2,261,,4/2/2018 17:35,2018,4,Monday,17,Part Three,W COTTAGE ST,42.32105956,-71.07313291,"(42.32105956, -71.07313291)"
I182024549,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C6, ,,4/2/2018 17:24,2018,4,Monday,17,Part Three,DORCHESTER ST,,,"(0.00000000, 0.00000000)"
I182024548,3301,Verbal Disputes,VERBAL DISPUTE,E13,906,,4/2/2018 17:12,2018,4,Monday,17,Part Three,HEATH ST,42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
I182024547,3115,Investigate Person,INVESTIGATE PERSON,E5,737,,4/2/2018 14:00,2018,4,Monday,14,Part Three,MONTVIEW ST,42.2876667,-71.15926488,"(42.28766670, -71.15926488)"
I182024545,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,807,,4/2/2018 17:10,2018,4,Monday,17,Part Two,WESTERN AVE,42.36284173,-71.13792234,"(42.36284173, -71.13792234)"
I182024544,1107,Fraud,FRAUD - IMPERSONATION,A7,21,,4/2/2018 17:51,2018,4,Monday,17,Part Two,CHELSEA ST,42.37350195,-71.03458623,"(42.37350195, -71.03458623)"
I182024543,3115,Investigate Person,INVESTIGATE PERSON,B3,431,,4/2/2018 15:38,2018,4,Monday,15,Part Three,ARBUTUS ST,42.28757318,-71.08872923,"(42.28757318, -71.08872923)"
I182024541,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,30,,4/2/2018 17:25,2018,4,Monday,17,Part One,LUBEC ST,42.37051363,-71.03336022,"(42.37051363, -71.03336022)"
I182024540,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,58,,4/2/2018 17:00,2018,4,Monday,17,Part Three,DUNSTABLE ST,42.376852,-71.06887255,"(42.37685200, -71.06887255)"
I182024538,2610,Other,TRESPASSING,A1,102,,4/2/2018 17:10,2018,4,Monday,17,Part Two,WINTER ST,42.35571985,-71.06110871,"(42.35571985, -71.06110871)"
