INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I152055208,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,172,,7/4/2015 14:35,2015,7,Saturday,14,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I152055207,1815,Drug Violation,DRUGS - POSSESSION,C11,254,,7/4/2015 15:34,2015,7,Saturday,15,Part Two,DORCHESTER AVE,42.31249706,-71.05731757,"(42.31249706, -71.05731757)"
I152055207,3125,Warrant Arrests,WARRANT ARREST,C11,254,,7/4/2015 15:34,2015,7,Saturday,15,Part Three,DORCHESTER AVE,42.31249706,-71.05731757,"(42.31249706, -71.05731757)"
I152055206,3114,Investigate Property,INVESTIGATE PROPERTY,D4,131,,7/4/2015 15:00,2015,7,Saturday,15,Part Three,BEACON ST,42.35451931,-71.07588082,"(42.35451931, -71.07588082)"
I152055205,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,C11,392,,7/4/2015 14:31,2015,7,Saturday,14,Part Three,ASHMONT ST,42.28692439,-71.05984134,"(42.28692439, -71.05984134)"
I152055204,3125,Warrant Arrests,WARRANT ARREST,A1,64,,7/4/2015 15:22,2015,7,Saturday,15,Part Three,FRUIT ST,42.36240281,-71.06954652,"(42.36240281, -71.06954652)"
I152055203,3208,Property Lost,PROPERTY - MISSING,A1,93,,7/4/2015 15:12,2015,7,Saturday,15,Part Three,CONGRESS ST,42.36022275,-71.05713443,"(42.36022275, -71.05713443)"
I152055201,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,337,,7/3/2015 16:00,2015,7,Friday,16,Part One,GENEVA AVE,42.30461251,-71.07296566,"(42.30461251, -71.07296566)"
I152055200,3301,Verbal Disputes,VERBAL DISPUTE,E13,303,,7/4/2015 14:33,2015,7,Saturday,14,Part Three,BRAGDON ST,42.31888243,-71.09929423,"(42.31888243, -71.09929423)"
I152055199,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C6,172,,7/4/2015 14:38,2015,7,Saturday,14,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I152055198,619,Larceny,LARCENY ALL OTHERS,A1,118,,7/4/2015 0:30,2015,7,Saturday,0,Part One,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I152055197,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,912,,7/4/2015 14:01,2015,7,Saturday,14,Part Two,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
I152055196,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,573,,7/4/2015 14:21,2015,7,Saturday,14,Part Three,AMORY ST,42.31046991,-71.10700424,"(42.31046991, -71.10700424)"
I152055195,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B2,318,,7/4/2015 14:38,2015,7,Saturday,14,Part Three,HUTCHINGS ST,42.31026891,-71.08931055,"(42.31026891, -71.08931055)"
I152055194,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,183,,7/3/2015 20:00,2015,7,Friday,20,Part One,DUDLEY ST,42.31987076,-71.07096263,"(42.31987076, -71.07096263)"
I152055194,1402,Vandalism,VANDALISM,B2,183,,7/3/2015 20:00,2015,7,Friday,20,Part Two,DUDLEY ST,42.31987076,-71.07096263,"(42.31987076, -71.07096263)"
I152055193,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E18,503,,7/4/2015 12:38,2015,7,Saturday,12,Part Two,AMERICAN LEGION HWY,42.28314714,-71.11374152,"(42.28314714, -71.11374152)"
I152055192,3305,Assembly or Gathering Violations,DEMONSTRATIONS/RIOT,A1,119,,7/4/2015 13:49,2015,7,Saturday,13,Part Three,PARK ST,42.35653469,-71.06202057,"(42.35653469, -71.06202057)"
I152055191,2647,Other,THREATS TO DO BODILY HARM,B2,315,,7/4/2015 13:08,2015,7,Saturday,13,Part Two,CRAWFORD ST,42.31326606,-71.08939926,"(42.31326606, -71.08939926)"
I152055190,3410,Towed,TOWED MOTOR VEHICLE,D4,138,,7/4/2015 13:44,2015,7,Saturday,13,Part Three,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I152055188,617,Larceny,LARCENY THEFT FROM BUILDING,D4,283,,7/3/2015 17:05,2015,7,Friday,17,Part One,HUNTINGTON AVE,42.34044966,-71.08845935,"(42.34044966, -71.08845935)"
I152055187,619,Larceny,LARCENY ALL OTHERS,A1,93,,7/4/2015 13:39,2015,7,Saturday,13,Part One,FANEUIL HALL SQ,42.36020464,-71.05620816,"(42.36020464, -71.05620816)"
I152055186,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,265,,7/4/2015 12:59,2015,7,Saturday,12,Part Three,BLUE HILL AVE,42.32203248,-71.07719524,"(42.32203248, -71.07719524)"
I152055185,3115,Investigate Person,INVESTIGATE PERSON,E5,683,,7/4/2015 12:16,2015,7,Saturday,12,Part Three,BEECH ST,42.2805668,-71.14052955,"(42.28056680, -71.14052955)"
I152055184,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,685,,7/4/2015 13:42,2015,7,Saturday,13,Part Three,ENNEKING PKWY,42.275365,-71.140582,"(42.27536500, -71.14058200)"
I152055183,3301,Verbal Disputes,VERBAL DISPUTE,B2,262,,7/4/2015 12:42,2015,7,Saturday,12,Part Three,DENNIS ST,42.32218038,-71.07563429,"(42.32218038, -71.07563429)"
I152055182,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,171,,7/4/2015 0:00,2015,7,Saturday,0,Part Two,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
I152055181,613,Larceny,LARCENY SHOPLIFTING,B2,329,,7/4/2015 12:06,2015,7,Saturday,12,Part One,BLUE HILL AVE,42.31054545,-71.08179328,"(42.31054545, -71.08179328)"
I152055180,3115,Investigate Person,INVESTIGATE PERSON,E5,691,,7/4/2015 12:54,2015,7,Saturday,12,Part Three,MANTHORNE RD,42.29034011,-71.1522689,"(42.29034011, -71.15226890)"
I152055179,3115,Investigate Person,INVESTIGATE PERSON,E13,655,,7/4/2015 13:00,2015,7,Saturday,13,Part Three,FURNIVAL RD,42.31096211,-71.12890778,"(42.31096211, -71.12890778)"
I152055178,3114,Investigate Property,INVESTIGATE PROPERTY,C11,355,,7/4/2015 13:16,2015,7,Saturday,13,Part Three,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
I152055176,3115,Investigate Person,INVESTIGATE PERSON,C6,186,,7/4/2015 12:47,2015,7,Saturday,12,Part Three,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
I152055174,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1, ,,7/4/2015 12:19,2015,7,Saturday,12,Part Three,HANOVER ST,,,"(0.00000000, 0.00000000)"
I152055173,3114,Investigate Property,INVESTIGATE PROPERTY,C6,225,,7/3/2015 15:30,2015,7,Friday,15,Part Three,E BROADWAY,42.33554421,-71.0407501,"(42.33554421, -71.04075010)"
I152055171,1402,Vandalism,VANDALISM,B3,944,,7/4/2015 12:08,2015,7,Saturday,12,Part Two,AMES ST,42.28956988,-71.08510501,"(42.28956988, -71.08510501)"
I152055171,2647,Other,THREATS TO DO BODILY HARM,B3,944,,7/4/2015 12:08,2015,7,Saturday,12,Part Two,AMES ST,42.28956988,-71.08510501,"(42.28956988, -71.08510501)"
I152055170,3301,Verbal Disputes,VERBAL DISPUTE,D14,784,,7/4/2015 12:15,2015,7,Saturday,12,Part Three,WASHINGTON ST,42.34499963,-71.14507819,"(42.34499963, -71.14507819)"
I152055169,3114,Investigate Property,INVESTIGATE PROPERTY,D4,619,,7/4/2015 12:41,2015,7,Saturday,12,Part Three,MASSACHUSETTS AVE,42.34309082,-71.08540752,"(42.34309082, -71.08540752)"
I152055168,3114,Investigate Property,INVESTIGATE PROPERTY,D4,139,,7/4/2015 12:34,2015,7,Saturday,12,Part Three,BACK ST,42.35135949,-71.08973641,"(42.35135949, -71.08973641)"
I152055166,3114,Investigate Property,INVESTIGATE PROPERTY,A1,92,,7/4/2015 12:36,2015,7,Saturday,12,Part Three,CITY HALL PLZ,42.35972137,-71.0585236,"(42.35972137, -71.05852360)"
I152055165,3115,Investigate Person,INVESTIGATE PERSON,D4,167,,7/4/2015 12:00,2015,7,Saturday,12,Part Three,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
I152055163,619,Larceny,LARCENY ALL OTHERS,C6,193,,7/4/2015 11:51,2015,7,Saturday,11,Part One,DORCHESTER ST,42.33090135,-71.05415731,"(42.33090135, -71.05415731)"
I152055163,617,Larceny,LARCENY THEFT FROM BUILDING,C6,193,,7/4/2015 11:51,2015,7,Saturday,11,Part One,DORCHESTER ST,42.33090135,-71.05415731,"(42.33090135, -71.05415731)"
I152055162,619,Larceny,LARCENY ALL OTHERS,C6,200,,7/4/2015 11:44,2015,7,Saturday,11,Part One,DORCHESTER AVE,42.34295,-71.057185,"(42.34295000, -71.05718500)"
I152055161,613,Larceny,LARCENY SHOPLIFTING,A7,26,,7/4/2015 11:16,2015,7,Saturday,11,Part One,BORDER ST,42.37382755,-71.04052459,"(42.37382755, -71.04052459)"
I152055161,3125,Warrant Arrests,WARRANT ARREST,A7,26,,7/4/2015 11:16,2015,7,Saturday,11,Part Three,BORDER ST,42.37382755,-71.04052459,"(42.37382755, -71.04052459)"
I152055160,1402,Vandalism,VANDALISM,A1, ,,7/4/2015 0:00,2015,7,Saturday,0,Part Two,LONG,,,"(0.00000000, 0.00000000)"
I152055159,2663,Other,VIOLATION - CITY ORDINANCE CONSTRUCTION PERMIT,A1,69,,7/4/2015 10:05,2015,7,Saturday,10,Part Two,CHESTNUT ST,42.3567712,-71.07098532,"(42.35677120, -71.07098532)"
I152055157,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,7/4/2015 11:21,2015,7,Saturday,11,Part Three,YAWKEY WAY,42.3465382,-71.09880598,"(42.34653820, -71.09880598)"
I152055156,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,C11,255,,7/4/2015 10:24,2015,7,Saturday,10,Part Two,PLEASANT ST,42.31190475,-71.05910531,"(42.31190475, -71.05910531)"
I152055155,3115,Investigate Person,INVESTIGATE PERSON,A1,173,,7/4/2015 9:15,2015,7,Saturday,9,Part Three,ATLANTIC AVE,42.35218278,-71.0556788,"(42.35218278, -71.05567880)"
I152055153,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,D14,794,,7/3/2015 22:00,2015,7,Friday,22,Part One,GLENVILLE AVE,42.34977988,-71.13423049,"(42.34977988, -71.13423049)"
I152055152,611,Larceny,LARCENY PICK-POCKET,E18,519,,7/3/2015 23:00,2015,7,Friday,23,Part One,PIERCE ST,42.25556696,-71.11902026,"(42.25556696, -71.11902026)"
I152055151,3115,Investigate Person,INVESTIGATE PERSON,C11,355,,7/4/2015 10:30,2015,7,Saturday,10,Part Three,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
I152055150,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E13,572,,7/4/2015 9:29,2015,7,Saturday,9,Part Three,COLUMBUS AVE,42.31440549,-71.09670909,"(42.31440549, -71.09670909)"
I152055149,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E5,719,,7/4/2015 1:00,2015,7,Saturday,1,Part One,SUMMER ST,42.2764171,-71.16248814,"(42.27641710, -71.16248814)"
I152055146,3114,Investigate Property,INVESTIGATE PROPERTY,D4,131,,7/4/2015 10:04,2015,7,Saturday,10,Part Three,BEACON ST,42.35505244,-71.07390742,"(42.35505244, -71.07390742)"
I152055145,3114,Investigate Property,INVESTIGATE PROPERTY,B3,416,,7/4/2015 9:35,2015,7,Saturday,9,Part Three,FAIRMOUNT ST,42.280587,-71.07432184,"(42.28058700, -71.07432184)"
I152055144,2905,Violations,VAL - OPERATING WITHOUT LICENSE,C11,355,,7/4/2015 8:27,2015,7,Saturday,8,Part Two,DORCHESTER AVE,42.29768954,-71.06090954,"(42.29768954, -71.06090954)"
I152055143,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,342,,7/4/2015 8:06,2015,7,Saturday,8,Part Three,HOMES AVE,42.30288397,-71.06918798,"(42.30288397, -71.06918798)"
I152055140,616,Larceny,LARCENY THEFT OF BICYCLE,D4,624,,7/3/2015 18:00,2015,7,Friday,18,Part One,BROOKLINE AVE,42.34698823,-71.09874531,"(42.34698823, -71.09874531)"
I152055139,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,283,,7/4/2015 8:06,2015,7,Saturday,8,Part Three,HUNTINGTON AVE,42.34044966,-71.08845935,"(42.34044966, -71.08845935)"
I152055138,1402,Vandalism,VANDALISM,D14,796,,7/4/2015 8:09,2015,7,Saturday,8,Part Two,COMMONWEALTH AVE,42.35027252,-71.12812209,"(42.35027252, -71.12812209)"
I152055137,3114,Investigate Property,INVESTIGATE PROPERTY,A1,98,,7/4/2015 9:06,2015,7,Saturday,9,Part Three,WASHINGTON ST,42.35872111,-71.05781197,"(42.35872111, -71.05781197)"
I152055136,3115,Investigate Person,INVESTIGATE PERSON,A1,63,,7/4/2015 8:19,2015,7,Saturday,8,Part Three,MARTHA RD,42.36580175,-71.06538257,"(42.36580175, -71.06538257)"
I152055135,3115,Investigate Person,INVESTIGATE PERSON,E18,543,,7/4/2015 9:02,2015,7,Saturday,9,Part Three,CHILD ST,42.2568102,-71.12918339,"(42.25681020, -71.12918339)"
I152055134,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,194,,7/4/2015 8:22,2015,7,Saturday,8,Part Two,DORCHESTER ST,42.33066641,-71.05492103,"(42.33066641, -71.05492103)"
I152055133,3114,Investigate Property,INVESTIGATE PROPERTY,D4,619,,7/3/2015 8:46,2015,7,Friday,8,Part Three,MASSACHUSETTS AVE,42.34309082,-71.08540752,"(42.34309082, -71.08540752)"
I152055132,3114,Investigate Property,INVESTIGATE PROPERTY,B2,611,,7/4/2015 8:06,2015,7,Saturday,8,Part Three,SAINT ALBANS RD,42.33366323,-71.10711427,"(42.33366323, -71.10711427)"
I152055131,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B2,268,,7/4/2015 1:00,2015,7,Saturday,1,Part Two,EUSTIS ST,42.3290038,-71.07838214,"(42.32900380, -71.07838214)"
I152055130,3114,Investigate Property,INVESTIGATE PROPERTY,A1,92,,7/4/2015 8:02,2015,7,Saturday,8,Part Three,CITY HALL PLZ,42.35972137,-71.0585236,"(42.35972137, -71.05852360)"
I152055127,3501,Missing Person Reported,MISSING PERSON,C11,337,,7/4/2015 7:39,2015,7,Saturday,7,Part Three,ROCK TER,42.30612092,-71.07183167,"(42.30612092, -71.07183167)"
I152055127,3502,Missing Person Located,MISSING PERSON - LOCATED,C11,337,,7/4/2015 7:39,2015,7,Saturday,7,Part Three,ROCK TER,42.30612092,-71.07183167,"(42.30612092, -71.07183167)"
I152055125,3114,Investigate Property,INVESTIGATE PROPERTY,D4,619,,7/3/2015 9:47,2015,7,Friday,9,Part Three,MASSACHUSETTS AVE,42.34309082,-71.08540752,"(42.34309082, -71.08540752)"
I152055124,3114,Investigate Property,INVESTIGATE PROPERTY,A1,102,,7/3/2015 8:04,2015,7,Friday,8,Part Three,BEACON ST,42.35803568,-71.0623396,"(42.35803568, -71.06233960)"
I152055123,1815,Drug Violation,DRUGS - POSSESSION,B2,611,,7/4/2015 6:33,2015,7,Saturday,6,Part Two,RIVERWAY,42.33485178,-71.11020434,"(42.33485178, -71.11020434)"
I152055123,1846,Drug Violation,DRUGS - POSS CLASS E,B2,611,,7/4/2015 6:33,2015,7,Saturday,6,Part Two,RIVERWAY,42.33485178,-71.11020434,"(42.33485178, -71.11020434)"
I152055123,2616,Other,POSSESSION OF BURGLARIOUS TOOLS,B2,611,,7/4/2015 6:33,2015,7,Saturday,6,Part Two,RIVERWAY,42.33485178,-71.11020434,"(42.33485178, -71.11020434)"
I152055123,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,B2,611,,7/4/2015 6:33,2015,7,Saturday,6,Part Two,RIVERWAY,42.33485178,-71.11020434,"(42.33485178, -71.11020434)"
I152055119,617,Larceny,LARCENY THEFT FROM BUILDING,A1,77,,7/4/2015 3:30,2015,7,Saturday,3,Part One,BOWKER ST,42.36242887,-71.06054873,"(42.36242887, -71.06054873)"
I152055117,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,21,,7/4/2015 5:27,2015,7,Saturday,5,Part Three,PARIS ST,42.37442697,-71.03527876,"(42.37442697, -71.03527876)"
I152055116,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,307,,7/4/2015 3:19,2015,7,Saturday,3,Part Three,WESTMINSTER CT,42.31636873,-71.09396544,"(42.31636873, -71.09396544)"
I152055115,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,294,,7/4/2015 5:06,2015,7,Saturday,5,Part One,ALPINE ST,42.32545165,-71.08677983,"(42.32545165, -71.08677983)"
I152055114,3301,Verbal Disputes,VERBAL DISPUTE,B2,298,,7/4/2015 4:45,2015,7,Saturday,4,Part Three,REGENT ST,42.32289006,-71.08793566,"(42.32289006, -71.08793566)"
I152055113,2403,Disorderly Conduct,DISTURBING THE PEACE,C6,214,,7/3/2015 0:00,2015,7,Friday,0,Part Two,W FOURTH ST,42.33553188,-71.04769502,"(42.33553188, -71.04769502)"
I152055112,3301,Verbal Disputes,VERBAL DISPUTE,C11,357,,7/4/2015 4:20,2015,7,Saturday,4,Part Three,BOWDOIN ST,42.29983472,-71.07243462,"(42.29983472, -71.07243462)"
I152055110,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,421,,7/4/2015 3:18,2015,7,Saturday,3,Part One,W SELDEN ST,42.27376816,-71.08919673,"(42.27376816, -71.08919673)"
I152055110,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B3,421,,7/4/2015 3:18,2015,7,Saturday,3,Part Three,W SELDEN ST,42.27376816,-71.08919673,"(42.27376816, -71.08919673)"
I152055109,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,337,,7/4/2015 3:39,2015,7,Saturday,3,Part Two,GENEVA AVE,42.30461251,-71.07296566,"(42.30461251, -71.07296566)"
I152055108,2632,Evading Fare,EVADING FARE,A1,115,,7/4/2015 3:38,2015,7,Saturday,3,Part Two,KNEELAND ST,42.34974111,-71.05801618,"(42.34974111, -71.05801618)"
I152055107,3115,Investigate Person,INVESTIGATE PERSON,B3,409,,7/4/2015 3:24,2015,7,Saturday,3,Part Three,CEDAR ST,42.27237694,-71.07524224,"(42.27237694, -71.07524224)"
I152055106,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11, ,,7/4/2015 1:40,2015,7,Saturday,1,Part One,FRANKLIN FIELD,,,"(0.00000000, 0.00000000)"
I152055105,3114,Investigate Property,INVESTIGATE PROPERTY,C11,358,,7/4/2015 3:32,2015,7,Saturday,3,Part Three,GREENBRIER ST,42.29642169,-71.07045327,"(42.29642169, -71.07045327)"
I152055104,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,571,,7/4/2015 2:03,2015,7,Saturday,2,Part One,WASHINGTON ST,42.31190641,-71.10213227,"(42.31190641, -71.10213227)"
I152055103,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,281,,7/4/2015 0:14,2015,7,Saturday,0,Part Two,GREENVILLE ST,42.32821952,-71.08082768,"(42.32821952, -71.08082768)"
I152055102,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,612,Y,7/4/2015 2:19,2015,7,Saturday,2,Part One,FRANCIS ST,42.33606304,-71.10782832,"(42.33606304, -71.10782832)"
I152055101,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,112,,7/4/2015 2:52,2015,7,Saturday,2,Part Three,ESSEX ST,42.35249436,-71.0613928,"(42.35249436, -71.06139280)"
I152055100,423,Aggravated Assault,ASSAULT - AGGRAVATED,A1,64,,7/4/2015 2:59,2015,7,Saturday,2,Part One,FRUIT ST,42.36240281,-71.06954652,"(42.36240281, -71.06954652)"
I152055099,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",C11,358,,7/4/2015 2:57,2015,7,Saturday,2,Part Two,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I152055099,2405,Disorderly Conduct,DISORDERLY CONDUCT,C11,358,,7/4/2015 2:57,2015,7,Saturday,2,Part Two,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I152055099,2610,Other,TRESPASSING,C11,358,,7/4/2015 2:57,2015,7,Saturday,2,Part Two,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I152055099,3125,Warrant Arrests,WARRANT ARREST,C11,358,,7/4/2015 2:57,2015,7,Saturday,2,Part Three,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I152055098,3301,Verbal Disputes,VERBAL DISPUTE,C11,347,,7/4/2015 2:48,2015,7,Saturday,2,Part Three,LYON ST,42.30638323,-71.06021218,"(42.30638323, -71.06021218)"
I152055095,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,463,,7/4/2015 1:20,2015,7,Saturday,1,Part Three,BLUE HILL AVE,42.2973366,-71.08729604,"(42.29733660, -71.08729604)"
I152055094,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,427,,7/4/2015 1:04,2015,7,Saturday,1,Part Three,NORFOLK ST,42.27967051,-71.08887826,"(42.27967051, -71.08887826)"
I152055092,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,462,Y,7/4/2015 2:39,2015,7,Saturday,2,Part One,ROSSETER ST,42.30116123,-71.07284279,"(42.30116123, -71.07284279)"
I152055091,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,72,,7/4/2015 1:47,2015,7,Saturday,1,Part Three,BOWDOIN ST,42.36118028,-71.06286446,"(42.36118028, -71.06286446)"
I152055090,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,606,,7/4/2015 2:05,2015,7,Saturday,2,Part Two,HUNTINGTON AVE,42.33296171,-71.1104193,"(42.33296171, -71.11041930)"
I152055089,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,329,,7/4/2015 1:24,2015,7,Saturday,1,Part Three,BRUNSWICK ST,42.31089986,-71.08007661,"(42.31089986, -71.08007661)"
I152055087,3125,Warrant Arrests,WARRANT ARREST,B3,908,,7/4/2015 1:42,2015,7,Saturday,1,Part Three,FRANKLIN HILL AVE,42.29558507,-71.09158038,"(42.29558507, -71.09158038)"
I152055086,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,94,,7/4/2015 1:18,2015,7,Saturday,1,Part Two,STATE ST,42.359287,-71.05379102,"(42.35928700, -71.05379102)"
I152055086,3111,License Violation,LICENSE PREMISE VIOLATION,A1,94,,7/4/2015 1:18,2015,7,Saturday,1,Part Three,STATE ST,42.359287,-71.05379102,"(42.35928700, -71.05379102)"
I152055084,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,462,,7/4/2015 1:36,2015,7,Saturday,1,Part One,ROSSETER ST,42.30116123,-71.07284279,"(42.30116123, -71.07284279)"
I152055083,3502,Missing Person Located,MISSING PERSON - LOCATED,E18,498,,7/3/2015 15:00,2015,7,Friday,15,Part Three,CLARE AVE,42.27162486,-71.11915512,"(42.27162486, -71.11915512)"
I152055083,3501,Missing Person Reported,MISSING PERSON,E18,498,,7/3/2015 15:00,2015,7,Friday,15,Part Three,CLARE AVE,42.27162486,-71.11915512,"(42.27162486, -71.11915512)"
I152055082,3201,Property Lost,PROPERTY - LOST,A1,111,,7/4/2015 1:38,2015,7,Saturday,1,Part Three,TREMONT ST,42.35311007,-71.06432264,"(42.35311007, -71.06432264)"
I152055080,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B3, ,,7/4/2015 1:24,2015,7,Saturday,1,Part Three,,,,"(0.00000000, 0.00000000)"
I152055079,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,181,,7/4/2015 0:47,2015,7,Saturday,0,Part Two,GEORGE ST,42.32430758,-71.07141564,"(42.32430758, -71.07141564)"
I152055078,3410,Towed,TOWED MOTOR VEHICLE,C6,207,,7/3/2015 23:21,2015,7,Friday,23,Part Three,COURTHOUSE WAY,42.35404844,-71.04639023,"(42.35404844, -71.04639023)"
I152055077,3301,Verbal Disputes,VERBAL DISPUTE,D4,273,,7/3/2015 23:30,2015,7,Friday,23,Part Three,NORTHAMPTON ST,42.33729692,-71.07919582,"(42.33729692, -71.07919582)"
I152055075,1402,Vandalism,VANDALISM,D4,627,,7/3/2015 23:00,2015,7,Friday,23,Part Two,BROOKLINE AVE,42.3451828,-71.10066932,"(42.34518280, -71.10066932)"
I152055074,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,618,,7/3/2015 23:47,2015,7,Friday,23,Part Three,HUNTINGTON AVE,42.34043847,-71.08895009,"(42.34043847, -71.08895009)"
I152055074,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,618,,7/3/2015 23:47,2015,7,Friday,23,Part Two,HUNTINGTON AVE,42.34043847,-71.08895009,"(42.34043847, -71.08895009)"
I152055073,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,C11,364,,7/4/2015 0:00,2015,7,Saturday,0,Part Two,CENTRE ST,42.29506405,-71.05672533,"(42.29506405, -71.05672533)"
I152055072,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,824,,7/3/2015 23:27,2015,7,Friday,23,Part One,PRINCETON ST,42.37846079,-71.03345662,"(42.37846079, -71.03345662)"
I152055072,3301,Verbal Disputes,VERBAL DISPUTE,A7,824,,7/3/2015 23:27,2015,7,Friday,23,Part Three,PRINCETON ST,42.37846079,-71.03345662,"(42.37846079, -71.03345662)"
I152055071,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B2,329,,7/3/2015 23:47,2015,7,Friday,23,Part One,OLDFIELDS RD,42.30821604,-71.07997835,"(42.30821604, -71.07997835)"
I152055069,2647,Other,THREATS TO DO BODILY HARM,C11,396,,7/3/2015 23:29,2015,7,Friday,23,Part Two,SAMOSET ST,42.29024987,-71.06459365,"(42.29024987, -71.06459365)"
I152055068,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,802,,7/1/2015 12:00,2015,7,Wednesday,12,Part One,BRIGHTON AVE,42.35342608,-71.13508383,"(42.35342608, -71.13508383)"
I152055067,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,793,,7/3/2015 23:12,2015,7,Friday,23,Part Three,BRAINERD RD,42.34748342,-71.13363158,"(42.34748342, -71.13363158)"
I152055066,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,465,,7/3/2015 22:42,2015,7,Friday,22,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
